time(sec) , VMT_Front_Tires/wheel_force:L/Tire Force/Longitudinal_RF_Global(N) , VMT_Front_Tires/wheel_force:L/Tire Force/Lateral_RF_Global(N) , VMT_Front_Tires/wheel_force:L/Tire Force/Vertical_RF_Global(N) , VMT_Front_Tires/wheel_force:L/Tire Torque/Overturning_RF_Global(N*mm) , VMT_Front_Tires/wheel_force:L/Tire Torque/Rolling resistance_RF_Global(N*mm) , VMT_Front_Tires/wheel_force:L/Tire Torque/Aligning_RF_Global(N*mm) , VMT_Front_Tires/wheel_force:L/Tire Force/Longitudinal_RF_Vehicle(N) , VMT_Front_Tires/wheel_force:L/Tire Force/Lateral_RF_Vehicle(N) , VMT_Front_Tires/wheel_force:L/Tire Force/Vertical_RF_Vehicle(N) , VMT_Front_Tires/wheel_force:L/Tire Torque/Overturning_RF_Vehicle(N*mm) , VMT_Front_Tires/wheel_force:L/Tire Torque/Rolling resistance_RF_Vehicle(N*mm) , VMT_Front_Tires/wheel_force:L/Tire Torque/Aligning_RF_Vehicle(N*mm)
2.70000000 , 6.88636452e+001 , 2.82006325e+001 , 2.66022639e+003 , -9.21109908e+004 , 1.86649418e+004 , 8.89912425e+003 , 3.57669215e+001 , 1.77245451e+001 , 2.66098296e+003 , -9.21697477e+004 , 1.88555482e+004 , 7.81317111e+003
2.71000000 , -5.84556243e+002 , 1.09626382e+002 , 4.27941430e+003 , -1.37381053e+005 , -1.67580655e+005 , -2.98112585e+004 , -6.33425988e+002 , 9.59390698e+001 , 4.27277435e+003 , -1.37442228e+005 , -1.67136542e+005 , -3.19737205e+004
2.72000000 , -2.27474086e+002 , -4.35386382e+000 , 4.31603204e+003 , -1.26983312e+005 , 4.14172263e+003 , -5.53415597e+004 , -2.72194453e+002 , -1.76063512e+001 , 4.31349507e+003 , -1.26381918e+005 , 4.63576628e+003 , -5.66795112e+004
2.73000000 , 3.81523298e+002 , -3.74977166e+002 , 3.70607628e+003 , -9.10126331e+004 , 3.00449352e+004 , -3.10291665e+003 , 3.47639225e+002 , -3.87200157e+002 , 3.70826069e+003 , -9.09022508e+004 , 3.02973881e+004 , -3.82276926e+003
2.74000000 , -2.37523135e+002 , -4.97828254e+002 , 3.13155675e+003 , -6.19167076e+004 , -3.21619396e+004 , -3.17802777e+004 , -2.61612892e+002 , -5.06569247e+002 , 3.12834066e+003 , -6.17898891e+004 , -3.18814162e+004 , -3.23247704e+004
2.75000000 , -2.34538007e+001 , -6.23350889e+001 , 2.30096843e+003 , -6.72934138e+004 , -3.08531624e+004 , 1.86498625e+004 , -3.64357170e+001 , -6.93007461e+001 , 2.30063830e+003 , -6.74845214e+004 , -3.06910679e+004 , 1.81780263e+004
2.76000000 , -3.93093178e+001 , 2.00408008e+002 , 2.32540722e+003 , -1.15532773e+005 , 1.49692950e+004 , 2.15350096e+002 , -4.81355753e+001 , 1.93623180e+002 , 2.32586761e+003 , -1.15472000e+005 , 1.53740834e+004 , -2.03719552e+002
2.77000000 , 3.67014147e+002 , -7.23058708e+001 , 4.45926789e+003 , -1.23386039e+005 , -5.85690854e+004 , 9.90433193e+003 , 3.55412448e+002 , -8.31941318e+001 , 4.45997243e+003 , -1.23631352e+005 , -5.81341075e+004 , 9.47486172e+003
2.78000000 , -6.59774553e+002 , -1.73391641e+002 , 6.25961463e+003 , -1.12549319e+005 , -9.69335336e+004 , -9.22300165e+004 , -6.66240816e+002 , -1.76236304e+002 , 6.25889723e+003 , -1.12842654e+005 , -9.64199961e+004 , -9.24269583e+004
2.79000000 , -1.37493112e+003 , -4.66854225e+002 , 6.06770367e+003 , -8.81217913e+004 , -2.63478516e+005 , -8.50029860e+004 , -1.37290882e+003 , -4.57722363e+002 , 6.06891965e+003 , -8.92354998e+004 , -2.63166954e+005 , -8.47825183e+004
2.80000000 , 2.02735646e+002 , -4.51316462e+002 , 3.95642484e+003 , -1.25137384e+005 , 4.17550418e+004 , -2.33959637e+004 , 2.09418028e+002 , -4.44715373e+002 , 3.95680710e+003 , -1.24979762e+005 , 4.22693739e+004 , -2.32012204e+004
2.81000000 , 4.70340555e+002 , -3.75200615e+002 , 2.44944096e+003 , 3.87918049e+004 , 4.41495933e+004 , 3.28460298e+004 , 4.76991342e+002 , -3.70522111e+002 , 2.44871760e+003 , 3.91117956e+004 , 4.40567842e+004 , 3.26111382e+004
2.82000000 , -1.47039521e+002 , 9.02103267e+001 , 3.37282489e+003 , 7.28123087e+004 , -2.46650639e+004 , -1.79923383e+003 , -1.32332693e+002 , 1.01177626e+002 , 3.37314114e+003 , 7.26880527e+004 , -2.50255591e+004 , -2.02735468e+003
2.83000000 , -7.59719253e+001 , 2.70338925e+002 , 4.36546837e+003 , -1.91942207e+004 , -2.89825931e+004 , 9.85271999e+003 , -5.55651853e+001 , 2.83238703e+002 , 4.36496020e+003 , -1.92823402e+004 , -2.88545539e+004 , 1.00248419e+004
2.84000000 , -6.37496156e+002 , 4.03078023e+002 , 4.53309802e+003 , -4.36255671e+004 , -1.24994536e+005 , -1.20003083e+004 , -6.17498249e+002 , 4.16960119e+002 , 4.53453095e+003 , -4.43713786e+004 , -1.24785596e+005 , -1.15299807e+004
2.85000000 , 2.21004984e+002 , 2.57132505e+002 , 2.79802955e+003 , -7.06208943e+003 , 8.70489526e+004 , -8.29174775e+003 , 2.31909653e+002 , 2.59125868e+002 , 2.79697095e+003 , -6.55596978e+003 , 8.70780182e+004 , -8.36333750e+003
2.86000000 , 2.11883277e+002 , 2.83198606e+002 , 1.42683828e+003 , 3.55722876e+003 , -1.02745820e+004 , 1.40267309e+004 , 2.17620604e+002 , 2.81705859e+002 , 1.42626187e+003 , 3.54319211e+003 , -1.03008103e+004 , 1.40186685e+004
2.87000000 , 3.36043978e+001 , 2.69933367e+002 , 8.20852267e+002 , 1.13322647e+002 , 1.12274759e+004 , 5.22972918e+003 , 3.75979689e+001 , 2.68609824e+002 , 8.21632753e+002 , 1.73997887e+002 , 1.12111988e+004 , 5.24100144e+003
2.88000000 , 2.83874891e+002 , 4.22950125e+002 , 4.79278807e+003 , -5.77669950e+004 , -1.18290390e+005 , 3.27336835e+004 , 2.99987704e+002 , 4.13896611e+002 , 4.79267041e+003 , -5.83850460e+004 , -1.17998267e+005 , 3.26948701e+004
2.89000000 , -1.39208929e+003 , 1.26349332e+003 , 8.95246115e+003 , -4.51161712e+004 , -2.90029606e+005 , -5.27512962e+004 , -1.35797895e+003 , 1.26617373e+003 , 8.95776211e+003 , -4.69675827e+004 , -2.89726279e+005 , -5.28269527e+004
2.90000000 , -2.66857725e+003 , 4.98099791e+002 , 7.05973512e+003 , 3.10106797e+004 , -4.90277706e+005 , -7.51428942e+003 , -2.64228559e+003 , 5.18834258e+002 , 7.06817948e+003 , 2.81144738e+004 , -4.90460124e+005 , -7.28774248e+003
2.91000000 , 9.11560994e+002 , 6.66191140e+001 , 2.85383104e+003 , -1.18285363e+005 , 1.12687056e+005 , -3.37090917e+004 , 9.19958761e+002 , 6.60398122e+001 , 2.85101266e+003 , -1.17690222e+005 , 1.13348919e+005 , -3.35792546e+004
2.92000000 , -3.59653383e+002 , -1.43251404e+002 , 1.29965254e+003 , 1.53974186e+005 , -1.38480842e+005 , 2.41668082e+004 , -3.58514550e+002 , -1.38196288e+002 , 1.30046298e+003 , 1.53094957e+005 , -1.39435973e+005 , 2.42443200e+004
2.93000000 , 2.44241060e+002 , -2.08650880e+002 , 9.91169660e+002 , -1.86319445e+004 , 5.54640417e+004 , 3.38992734e+004 , 2.42621234e+002 , -2.07982606e+002 , 9.91672333e+002 , -1.82439612e+004 , 5.56578865e+004 , 3.37792108e+004
2.94000000 , 8.05882895e+002 , 1.57609012e+002 , 2.34525353e+003 , -9.74488159e+003 , 1.55272922e+005 , 2.09111584e+004 , 8.01867352e+002 , 1.54809090e+002 , 2.34682678e+003 , -8.66798284e+003 , 1.55376608e+005 , 2.06917783e+004
2.95000000 , 6.25553058e+002 , 6.01004316e+002 , 4.71626042e+003 , -1.89073306e+004 , 1.14236632e+005 , -9.97005890e+003 , 6.11803747e+002 , 5.98811913e+002 , 4.71833989e+003 , -1.80422610e+004 , 1.14364382e+005 , -1.01013932e+004
2.96000000 , -1.78293252e+002 , 6.63565423e+002 , 4.89201288e+003 , 4.41098649e+003 , -3.13047528e+004 , -1.57969765e+004 , -1.99354550e+002 , 6.64115744e+002 , 4.89102783e+003 , 4.25008836e+003 , -3.13400050e+004 , -1.57816299e+004
2.97000000 , -4.19395927e+002 , 4.91121197e+002 , 3.32014676e+003 , -6.37661742e+004 , -1.23802172e+005 , -1.36189767e+003 , -4.39167247e+002 , 4.92162810e+002 , 3.31740453e+003 , -6.46711669e+004 , -1.23346055e+005 , -1.89832273e+003
2.98000000 , -6.55976417e+001 , 3.12403502e+002 , 1.85335838e+003 , 2.00244890e+004 , -2.44381469e+004 , -4.28399563e+002 , -7.97016278e+001 , 3.11215261e+002 , 1.85296872e+003 , 1.98452669e+004 , -2.45856872e+004 , -2.72256066e+002
2.99000000 , -1.73045222e+001 , 4.89939346e+001 , 3.87095901e+002 , -4.68885331e+003 , -1.33240725e+004 , 2.61138743e+004 , -2.11416959e+001 , 4.86985487e+001 , 3.86937695e+002 , -5.07467407e+003 , -1.33177045e+004 , 2.60428979e+004
3.00000000 , 1.64983099e+002 , 1.77291424e+002 , 1.92191723e+003 , 7.59643087e+004 , 3.67339586e+004 , -8.61420875e+002 , 1.41997365e+002 , 1.74289914e+002 , 1.92402632e+003 , 7.62305272e+004 , 3.61882673e+004 , 1.34135028e+002
